مرأ , مرأني
رصص , الرصيص
وحش , موحوشة
نسس , نسيسه
أبش , أرشه
فرش , مفترشة
يوص , بمأبضيه
حبش , حبشان
فصص , فصا
أبش , وتأريش
كيص , وكيوصا
نوس , نائسة
مرس , يمرس
هوش , والهواشات
ديص , والديوص
هشش , وهشيش
حشش , حشت
خصص , خصه
جشش , كأجشه
عسس , عسعسبن
بيض , وأبيض
ريش , فرشني
أبش , أبشا
عيش , عيشا
فشش , وفشفش
فيش , المفايشة
وعس , بوعسة
فصص , الفص
ميس , ميسا
نصص , نصنص
فيش , كالانفشاش
حشش , وحشاشاك
خصص , تخص
أبش , وأريش
خصص , خويصصة
كيس , كيسافهو
يبس , اليبس
فيش , الفيش
بيض , بياض
قصص , يقصه
ضرس , وأضراس
يوص , إباضه
هشش , يستهشه
عوص , الأعوصين
نشش , تنش
رصص , الرصوص
حشش , وحش
فرش , فرشته
نوص , ينوص
فرص , والفريصة
عوص , عائص
قشش , يقش
فنس , فانوس
نوص , النوص
جرش , والجريش
خشش , خشيشها
يوص , أبضه
حوص , احتاصت
عشش , العشة
فرص , وتفريص
أبش , الأحبش
كرس , الأكاريس
فصص , وفصافصا
قيس , قيساولد
قشش , مقشون
عوص , وعوص
قصص , القصص
خرنص , الخرنوص
نوص , ونويصا
عسس , العسوس
فصص , يفص
حشش , واستحشت
نشش , نشنشي
حوص , حوصي
بضض , تبضيضا
فشش , فشفش
حرض , وأحرضه
قدمس , القداميس
خوص , تخويص
قصص , والقصة
قيس , والقيس
خشش , وخشاش
عطمس , عطاميس
نوس , نواس
هوش , هشت
قرص , وقرصه
ضرس , الضرس
بضض , البض
فرش , والمفارش
نشش , ينشنش
يبس , الأيبس
مرس , مرس
نشش , ونشنشه
نوص , إناصة
نوش , تناوشه
نوس , وناس
خوص , واخواصت
وحش , والوحيش
حوص , الحوصاء
بيض , بأبيض
مصص , ومصاص
عسس , عسكوبسك
نسس , كالنسنسة
عطش , وعطشون
مصص , لمصامص
حرض , والحروضة
نشش , والنشيش
يبس , فاتبس
قصص , قصاقصا
عمس , وعميس
نوس , ناس
عشش , وعششت
كرس , مكرسا
عطش , والعطشان
قشش , يقشقش
نصص , تنص
أبش , أتيشة
رصص , رصرص
عيش , وعياش
قسس , قسيس
قصص , وقصقاص
جحش , جحوشا
خصص , والخصاصاء
قشش , اقتششته
عوص , والأعوص
فشش , والفشفاش
نوص , مناصا
بضض , وابتضضت
ضرس , أضرسها
ريش , والريش
أبش , والآبش
كيس , كيسا
عطش , بعاطش
حوش , حوشية
نصص , والنص
فيش , فاشوش
عنش , معنوشة
نوص , والمناوصة
نوش , والمناوشة
عشش , والمعش
روش , وأريش
ضرس , ضرسا
ضرس , ضرس
لسس , النسس
كنس , وكنوسها
قرص , قوارص
قنس , والقونوس
طوس , والمطوس
رصص , مرصوص
قصص , قصاص
قيس , قيس
مشش , مششا
نشش , نشه
كيس , كيسان
نوس , النواس
نصص , نص
قرص , قرصه
نصص , منصة
قيس , المقياسي
فيش , وفاش
قوس , قاوسني
نوص , ونوصانا
عطش , عطشة
قرقس , قرقوس
أبش , تأريش
فرص , فريصي
مسس , المأسوس
قشش , القشيش
طوس , طويس
حشش , وحشه
عوص , يعاص
نسس , نسنس
نسس , كالنسيسة
جشش , جشاش
مصص , مصانة
فيش , فيشا
نسس , النسيسة
مشش , يمش
هشش , وهشهشه
قرص , يقرصه
فشش , فشا
عيش , عاش
بيض , والأبيض
بيض , بياضة
حشش , يحش
نصص , ونصص
فصص , الفصيص
فرش , وافءترش
كرس , ومكرس
يبس , ييبس
وحش , موحشة
قرص , والقرصة
يوص , المأبضان
حوش , الحائش
كرس , وتكرس
يبس , وييبس
عوص , عوصاء
نسس , وتنساسي
حرض , حروضا
عسس , والتعسعس
أبش , أباش
عطش , والعطاش
عيش , معيشة
قيس , وقيسون
فصص , والفصفصة
جهش , وجهوشا
قصص , قصة
قوس , والقوسي
نوش , ينوشه
قسس , قسقيس
حوش , كأحاشه
هوش , كالهواشة
عوص , وعاص
هوش , مهوش
حرض , ويحرض
نسس , ونسيسته
وعس , ووعس
فيش , يفيش
مصص , مصيصة
بضض , وبضوضا
مسس , ومسوس
بيض , البيضاء
خشش , خششت
قسس , كالقسقس
هشش , هشة
نسس , نسيسها
أبش , يأبش
أبش , إنوش
طوس , طاووسالكنت
جشش , الجشاش
خصص , وخصه
ضرس , ضرسها
مرس , والمتمرس
رصص , والرصص
حبش , وأحابش
عسس , معسعس
مصص , ومصيص
قيس , يقيسه
طوس , طاووس
رصص , رصص
مصص , مصامصة
بيض , بيضاء
نسس , نس
جشش , جشت
حبش , والحبشي
مرس , تمرس
جحنش , واجحنشش
أبش , والأرش
مرس , المرس
عيش , يعيش
عيش , آعاشني
نسس , نسوسا
قسس , قساس
نسس , النسائس
ضرس , وضرسه
نوش , وناوش
خشش , خشاوات
يوص , مأبضا
بيض , الأبيض
عشش , العشش
قوس , والقوس
عيش , وعايش
عيش , وعيشوشة
عيش , وأعاشه
كيس , أكياس
فرش , فرشه
نسس , كالنسوس
فشش , وفشاش
هشش , كالهاش
قرص , والقارص
عطش , وعطشانات
وعس , وعساء
نشش , منشوش
كيس , الكياسة
فرص , كمفراص
نشش , ونشنشت
نسس , ونسيسه
قرص , قارص
فرص , كافترصها
عيش , عائش
عيش , والمعيش
نوس , تنوسان
رصص , والرصاصة
مصص , وماصانة
فرص , والمفرص
نصص , نصص
عيش , ومعيشة
هشش , وهشاهش
قصص , يقصهما
نوش , تنوش
هوش , هوشات
يوص , أبض
قرص , قرصته
مشش , المش
عطش , العطش
حشش , حشيشا
فرص , والفريص
عسس , بعسعسا
أبش , وأبشيش
فرص , فرصها
نهش , والمنهوش
عسس , عسعسة
قيس , وقايسته
طفش , كالتطفيش
عوص , كالعواص
نوس , الناس
نصص , ينص
حوص , يحوصه
فشش , فشاشا
ميس , تميس
يوص , والإباض
مرس , والمراس
قشش , قشش
ميس , وماس
جشش , جشه
وحش , واستوحش
حوش , حوشة
خصص , وخصوصا
كيس , يكيس
مشش , وأمش
قرص , قرص
حبش , والحباشية
عوص , عويص
فشش , منفش
كرس , والكروس
مشش , كالتمشش
وعس , ميعاسا
كرس , وأكراس
قصص , قصصه
مصص , أمص
مصص , ومصة
مشش , والمشوش
ميس , والميسان
أبش , أرشت
نوس , والنواسي
مسس , ماسة
حصص , والحص
حبش , حبشانا
نشش , نش
حصص , وأحصاص
هشش , هشوش
رصص , الرصاصة
مشش , ومشمشه
بضض , بضاضة
نوش , تنوشه
حوش , الحواشة
عشش , عشاشة
فرش , وافترشتنا
جشش , أجشه
كيس , كيسدهقان
هوش , تهواش
أبش , وأبشت
عشش , بأعشاش
قصص , كالقصة
وقص , واقصة
خصص , والخصاص
وقص , فوقصه
قسس , والقسوس
بضض , ابتضضت
مصص , ماصان
طوس , والطوس
حشش , حش
ريش , ريشة
عسس , والعساعس
حصص , الأحص
خشش , الخشاشان
نوس , نوسانه
هشش , كالهش
قرص , قرصة
فرش , بالفرش
فصص , وفص
يبس , ويابس
قشش , أقشت
مرس , وتمارسوا
جشش , كالجشش
حصص , حصوص
حشش , وحشاشين
خوص , الخوص
يبس , اليبسا
بيض , لبياضه
حوص , يحاص
حرض , الحرضة
كيس , الكيسىإذا
رصص , رصيص
كرس , كرس
كرس , الأكارس
حوش , وأحوشه
حصص , حصه
فرص , فريص
نوش , انتياشا
بيض , أبيضهم
ميس , الميسان
نوس , تنوس
قشش , قشيش
خصص , يخصه
نصص , ونصاص
وعس , وأواعس
حشش , كأحشت
عشش , بعش
فصص , فصوصه
يبس , ويبيس
خوص , تخوص
خشش , خشاء
ضرس , كالمضروسة
حبش , والحبشية
قيس , وقيسعيلان
ريش , أرياش
ريش , الريش
حبش , الحبش
نشش , والنشنشة
هوش , وهوشات
حصص , وانحص
فصص , وافتصه
مشش , أمش
حصص , حصتي
حرض , حرضة
مرس , المرسة
ميس , المياسة
حوش , والحواشة
وحش , الوحيش
فيش , فائش
نشش , نشيشة
مسس , مسا
ريش , ريش
حرض , كالحرضة
عسس , وأعساس
حبش , والحبيش
وحش , وحشي
قصص , مقصان
نوس , والنواس
جشش , جشا
حشش , الحشيش
عطش , وعطشانة
قشش , وأقش
قرص , وقروص
طوس , الطوس
خصص , الخاصة
نوص , والمنيص
قشش , وتقشقش
حبش , حباشة
قيس , وقياسا
عطش , عطاشى
نوص , ونصت
خشش , خشاشه
قشش , كالقشاش
هوش , والهوشة
خفف , تخفيفمن
سلط , سليطة
تيع , التيعان
ورط , ورطة
خطط , أخط
نضض , ونضائض
حوط , يحوط
فيض , وأفاض
شيع , وشيعان
خلف , الأخلف
خطط , الخطط
رعف , رعفا
قطط , واقتطه
سفف , السفيف
وقع , وقوعاأي
وكع , وكاعة
ورط , أورطه
سقط , والسقيط
ضبع , بضبعي
ثطع , مثطوع
قيض , والقيض
قطط , وقطاط
خفف , خفوفأي
خوض , مخاض
رفع , رفعه
غيض , مغيض
خضض , الخضيض
نضض , أنضة
لطط , ولطاط
ضكع , ضوكع
شطط , شطان
حطط , محطوط
رفع , ارفعني
فرض , فارض
غيض , ومغاضا
حفض , تحفيضا
حفف , بحفافيه
قعع , متقعقع
حضض , كالحضيضى
غضض , وغضضت
جفف , جفوفا
رضض , رضراضا
خطط , والخطة
غمض , غموضا
خطط , بالخط
يقظ , ويقظة
صوع , تصوع
لطط , ملط
شيط , أشاطه
يفع , اليافع
أنف , ويأنفهمن
لطط , اللطط
روض , رياض
غطط , والغطاغط
خلف , مخاليف
قيظ , وأقياظ
ودع , ودعهريرة
بيع , لبائعيه
قطط , قطا
فضض , الفضيض
حيض , حاضت
ذفف , تذفيفا
عرض , عروض
مضض , ومضيضا
ذفف , ذفافكغراب
سوط , فالسوط
شيع , شيعاأي
خيط , وخيوطة
خضض , تخضيضا
وزع , لتوزع
بطط , والمبطبطة
شفع , يشفعك
أنف , أنفة
غيض , والغيضة
ورط , الوراط
يقظ , يقظه
جوف , وجوفالليل
سفف , والمسفسفة
جوف , جوف
عيط , وعيط
ربع , أربعائنا
لطط , لططت
أنف , الأنفان
قرع , والقراع
سقط , يساقط
عضض , عضه
ربع , الربعية
وسع , كوسععليه
ذفف , ذفيفا
وسط , وسطت
شفع , شفاع
خيف , كأخيف
بطط , وبطة
عيط , عائط
رضض , رضيض
خوض , خاوضه
حيض , والحيضة
ضيع , والضيعات
وفض , الوفاض
ضيع , الضياع
وشع , والوشيع
وزع , والتوزيع
غمض , والغموض
وشع , وشائع
شيع , الشيعة
شيط , مشاييط
جوف , والمجوف
قرع , إقراعا
ذفف , والذفاف
رفع , يرفع
ريع , يريع
شطط , تشط
بوع , وأبوع
حضض , الحضوض
ولع , والتوليع
شطط , شط
شجع , وشجعان
سوط , وسوط
عيط , عيطا
غوط , بغائط
عوض , عاضني
غمض , الغماض
لطط , يلطط
لطط , يلط
نضض , نضت
وزع , والوازع
حطط , ليستحطوا
ضبع , ونضبعا
قعع , والقعاقع
صوع , صواعالملك
خفف , والخفخوف
ربع , أربعاء
حوط , وحوط
ضبع , ضبعيه
قيض , المقيض
جوع , أجيعا
خضض , والخضخاض
رضض , رضراض
غضض , وغضا
قعع , قعاقع
ولع , وولع
خطط , الخطي
غطط , الغطاط
كظظ , وكظ
خضض , وخضاضة
يقظ , يقظته
ضبع , وضباع
أنف , أنفا
شيع , تشيعنا
خفف , والخفخفة
حطط , ويحطوط
بيع , للمتبايعين
شرع , والأشرع
رجع , ارتجعها
عضض , وعضضت
رعف , ترعف
ألف , يألفهقال
قيض , منقاض
رعف , ورعافا
لطط , اللط
نحض , ينحض
شيط , المشيط
وقع , وقعايكاد
ردف , رديف
حفف , محفوفون
ورط , والموارطة
بطط , وبط
ولع , وولعوإخلاف
غضض , يغتض
شطط , شططا
وفض , ووفضا
روع , روعات
عضض , بعضه
حضض , أحضة
زفف , والإزفاف
صوع , تصوعا
ربع , ربيعتان
شيط , المستشيط
شرع , شرعناها
فيض , يفيض
وزع , وازعبن
رضض , وأرض
وسع , أوسعالله
قبض , قبض
شيع , والشيع
رفع , رفاعة
حطط , محطا
رفع , ورفعانا
وسع , وسعترحمة
ضبع , وضباعة
بطط , وبطاطيا
ورط , توارط
غيض , وغاضا
رجع , والمرجوع
قيض , وانقاض
رعف , أرعف
سوط , سيط
سوط , استوط
روض , أروضها
شمط , شمطت
ريع , والريع
فيض , فيضيضى
غمض , إغماضها
غضض , وغضاضة
طوط , الطوط
غمض , أغمض
ردف , أردف
رعف , رواعف
خيط , بالخياط
ردف , ردافى
قبض , المقبضة
قيظ , والقيظي
قعع , وقعقاعا
غضض , غض
سمفع , اسميفع
وشع , وشعالجبل
خلف , المختلف
وسع , والليسع
خلف , مخلافا
ألف , ألاثف
حضض , بالحضيض
ورط , وتورط
رجع , وترجع
شفع , فشفعه
ضبع , ضبعانا
فضض , تنفض
رفف , رفوفا
تيع , الأتيع
ذفف , وذفافة
روع , يروعه
عيط , بمعتاط
ورط , أورط
خلف , خلافك
أنف , بأنفهعلى
بطط , والتبطيط
خيط , الخيط
ودع , الودعات
أنف , أنفه
ردف , والروادف
ربع , الربيعتين
روع , وروع
وسع , وسعهالشيء
رفف , والرفرفة
قيض , وتقيض
طوع , وطاوع
خفف , الخفوف
قيض , انقياضا
رفف , الرفرف
أبط , وائتبط
وكع , وكع
خيف , خيفان
يقظ , ليقظ
خلط , تخاليط
حفف , حفيف
بوع , باعا
خضض , والخضخض
مضض , مضضت
وكع , ووكاعا
أبط , التأبط
أنف , أنفت
شيع , وشيعالله
خفف , خفافابن
خطط , الخطائطا
تيع , تيعا
حيض , حائضة
شرع , التشريع
لطط , ملطاطان
جوف , وجوفجلواح
فرض , فرضت
فرض , الفارض
جفف , جفاف
رضض , ارتض
وسع , وسيع
قبض , يقبضه
بيع , متبايعين
شجع , شجعة
ضيع , المضيع
رعف , المراعف
ورع , وورعكورث
تيع , وتيعان
قعع , وتقعقع
مضض , ومضيضه
ضبع , الأضباع
وضع , وضعة
وسط , أوسطهم
حيض , وتحيضت
غوط , كالغيط
ودع , ودعةفلا
زفف , والزفيف
رعف , وأرعفه
وسط , والواسط
روض , رياضا
غضض , وغضيض
خطط , خططنا
قيظ , وتقيظوا
غطط , واغتط
ميط , وتمايطوا
نحض , نحضا
سقط , بسقاط
شطط , واشتط
خلف , خلوف
طوع , يطوع
ذفف , ذفف
جوف , جوفيكالخص
غمض , والغماض
حضض , حضضا
أنف , مستأنفلم
وزع , وزعا
أبط , الأرطى
شرع , مشروعة
رعف , وارتعف
ذرعف , اذرعفت
تيع , وتيعانا
غمض , غموضة
عيط , والعائط
قعع , تقعقع
رفض , والرفيض
قيض , وانقاص
لطط , لطا
خمط , خميط
يفع , والميفعة
خلف , كالخلفة
حيض , التحييض
عرض , وعراضة
نضض , النضائض
حطط , يحطني
غضض , غضيض
روع , والأروعمن
عضض , عضوا
خيف , أخيفكانت
ورع , وورعا
شرع , شرعي
طوع , كالطواعية
يقظ , ويقظه
شيط , تشيط
شرع , شرعة
طوع , مطاوعة
حيض , حائضا
كظظ , كظظته
ورع , ووروعا
ورط , المورط
يفع , ويافع
ألف , الألفمن
خضض , والخضاخض
وسط , كتوسطهم
وشع , واستوشع
فضض , والفضيض
ردف , كأردفه
ميط , وماط
ريع , وريعان
طوع , تطوعخيرا
حفف , الحفوف
ردف , وأردفنا
خيط , بخيوطة
حوط , الحواط
خلف , الإخلاف
ريع , رياع
ضيع , الضيع
عرض , عرضت
ودع , الودعلو
جوع , الجياع
شيع , للشياعوهو
خيف , الأخياف
شمط , الشمطات
وضع , وضعالرجل
شفع , شفوع
حطط , حطه
حطط , والحطيطى
بيع , مباعا
وضع , الوضع
ربع , مربوعة
ورع , الوريعة
غضض , واغتض
شمط , وشمط
ذرع , مذرعا
خيف , الخيفان
بوع , الباع
روع , ورواعه
غطط , كالغطاط
وسع , والوسع
فيض , وأفضن
وسع , وتوسعوافي
أنف , أنفيه
كظظ , كاظوك
حوط , حواط
قبض , قابض
ذرع , الذراع
ذفف , ذفذف
وسع , وسعكرسيه
خيف , الخيفة
دجطط , دجطوط
غيض , غيضن
روع , بروعةالخيل
قطط , كالاقتطاط
ميط , ماط
خوض , التخوض
خفف , الخفافالتي
حطط , حط
تيع , وتيع
غضض , اغضض
فضض , فضضتهم
غطط , الغطاطة
وفض , كأوفض
حيض , تحيض
سفف , السفيفة
ضيع , وضياعا
يفع , يفاع
غطط , يغطه
قطط , القطاط
سلط , السليط
شجع , شجائع
روع , الروع
يقظ , إيقاظا
وسط , وواسطة
حفف , الحفيفمن
تيع , المتتايع
زفف , الزفازف
شيط , المشاييط
جوف , جوفلاخ
قرع , قرعت
حطط , حطاطة
لطط , كاللطاط
بيع , يبع
ليط , ألوط
نحض , النحيض
ذرع , أذرعها
زفف , زفةزفة
زفف , والزفزفة
سقط , السواقط
خفف , خفيفذات
ودع , الودعه
نضض , ونضاض
روض , عروضا
غوط , كالغاط
عيط , عياطا
علط , وعليط
ضيع , ضيع
شمط , وأشمط
عضض , العضوض
حضض , حضه
لطط , تلط
كظظ , كاظهم
جفف , تجفجفالوبر
خضض , خضخضة
خوض , خيض
حفف , وحففه
عوض , عوضا
قيض , قيضت
عيط , عيطات
قرع , القريع
شيط , يشيط
أنف , أنفقومه
ردف , ورادفنا
عوض , للمعوض
خرفع , خرفعا
نوط , والأنواط
حوط , حوط
رضض , ورضرضه
وزع , وموزع
وكع , وكعا
ذفف , كذففه
وشع , يوشعفيها
نحض , ونحاض
غيض , وغاضني
وضع , وضعتهيتنا
شفع , شفاعا
وشع , ووشعه
قرع , وقرع
وشع , وشيعة
يفع , أيفع
قعع , القعقعة
رجع , والمرجوعة
وزع , وزعةالله
خيف , وخيف
بوع , تبوع
يفع , وميفعة
سقط , سقطى
ميط , كأماط
ألف , بالألف
جخف , جخيفه
نضض , ونضناض
وزع , وزوعا
غضض , غضه
كظظ , كظني
وزع , الوازع
قرع , فقرع
قعع , تقعقعا
نضض , ونضاضة
ربع , الربع
ولع , والوليع
جوف , كالجوف
ذفف , ذفيفة
ردف , مردفين
نحض , ونحيض
عرض , كالعارضة
حيض , تحيضت
غمض , غامضة
بطط , البطبطة
بطط , البطيطا
تيع , تيعانا
سفف , وسففته
جفف , تجفجف
ردف , وردافى
جوع , جائعة
يفع , يفوع
خوض , نخوض
رجع , فرجع
رجع , الرجعة
صوع , الصوعمن
زفف , والزفزاف
نحض , ينحضه
سفف , السفوف
وسط , توسيطا
كظظ , كالكظ
عوض , للعوض
رفف , الرفرفة
ثطط , وثطوطة
غيض , كانغاض
بطط , البط
دقع , والدوقعة
وسط , ووسطهم
عرض , العارضة
ضبع , ضبعة
تيع , يتيعه
وضع , وضيعة
خلف , ومخلاف
عوض , عوضه
شمط , شميط
ميط , فليمط
خيف , والخيف
غضض , الغضاضة
وكع , والكوع
غيض , وغاض
قبض , مقبوض
حضض , تحضيضا
رجع , فارتجع
خضض , خضخضت
ودع , الودعمحركة
شطط , بالشطوط
خوض , خوض
قبض , المقبوض
ألف , الأوالفمن
وسط , وسطه
درجع , الدرجع
ميط , أماط
فضض , فضضت
تيع , فتعت
زفف , لزفزفتهفي
صوع , صوعالشيء
حفف , والحفف
عوض , العائضين
رفع , الرويفعي
نحض , النحضة
قطط , ومقطوط
قعع , قعقاعمن
قيض , اقتياض
شيع , شياعا
قعع , فالقعاقع
غطط , الأغط
فيض , فيوض
صوع , أصوع
حيض , والتحييض
ليط , وليطا
مضض , مضيض
قبض , تقبيضا
رضض , والمرضة
ضبعط , الضبعطى
قضض , قض
خطط , مخطط
خوض , خوضا
غيض , وغاضه
ولع , التوليع
ألف , الأليف
رعف , رعفت
شمط , واشمطت
عوض , والعوض
زفف , تزففيها
رطط , ورطائط
حطط , حطة
شرع , الشريع
ردف , مترادفين
ربع , أربعة
خوض , خاضت
فضض , الفض
وضع , وضعتالناقة
ليط , ولياطا
وشع , الوشيع
جوف , الأجوففي
ردف , وأردف
بطط , متبطبطة
سقط , ومسقطا
شيط , وأشاط
فيض , مفاض
ردف , الردافة
رجع , والرجوعة
فرض , مفروض
حوط , يحوطه
ذرع , بالذراع
جوف , أجوف
جوف , وكجوف
حوط , وحيطة
تيع , التتايع
قضض , القضيض
ورع , الوروعة
ليط , ليطا
درعف , ادرعفت
بيع , باعة
قبض , يقبضني
شيع , أشياعكمقيل
زفف , ازدفافا
خيف , خيفانامن
عضض , عضاض
خفف , وتخففمنه
بوع , والبوع
قضض , أقض
حوط , ويحوطهم
حضض , والمحاضة
زفف , تزفزفمن
جوع , مجاع
رفع , رفعا
رفض , رفيض
وضع , وضعتهاأنا
عوض , وعوض
رجع , رجعوا
غوط , وغيطان
كظظ , واكتظ
وكع , وكيعة
ولع , أولع
وضع , واضع
وقع , وقوع
خيف , الأخيف
وكع , والأوكع
أبط , مستأبطا
قرع , تقريعا
شفع , الشافع
ذرع , المذرع
خوط , خيطان
روع , للرواع
ذرع , ذراعي
خضض , والخضخضة
خوض , الخوض
شمط , بشمطها
وقع , وقع
غمض , وغماضة
بطط , البطة
وسع , والواسع
شرع , كالشرعة
خطط , خطا
خفف , الخفاف
فرض , فوارض
ألف , ألافككاتب
روض , وروضة
شجع , شجاعة
خضض , الخضاض
بيع , يتبايع
سفف , مسفف
أبط , المتأبط
شرع , شرعك
رعف , مراعفهم
طوع , الطوع
غيض , الغيضة
نضض , نضيضهم
شيع , الشياع
حطط , وحطوطا
مضض , وأمضني
خيط , أخياط
روع , والتروعقال
ذفف , وذففجهاز
ورط , توريط
سقط , وسقوط
حفف , الحفافة
رجع , الرجوع
يفع , يفع
مضض , مضيضا
ورع , أوراع
وكع , بوكعالضأن
قيظ , المقيظ
شيع , أشيعه
خوض , الخائضين
عيط , اعتياطها
بوع , يبوعه
غضض , يغضوا
رجع , ارجعوا
شفع , فشفع
طوع , طوع
وقع , كالوقع
رعف , رعاف
ورط , استورط
ضنط , ضنوط
خفف , والخفاففي
قيض , قيض
شجع , الشجعاء
فضض , وفضاض
ردف , يردف
خطط , خطتا
سفف , إسفافا
لطط , الملطاط
غمض , إغماضا
غمض , غوامض
تيع , متيع
ورط , الوراطة
خفف , وتخففالرجل
غضض , غضضته
خيط , ومخيط
وسع , وسعنيشيء
فضض , والفضة
غضض , غضا
تيع , التيعة
قيظ , يقيظن
ذرع , أذرع
ودع , ودع
سوط , سوطا
شطط , شاط
يقظ , اليقظان
وشع , وشيعالمقام
روض , روضة
خطط , والخطي
رجع , والرجع
عرض , والعرض
فرض , فراض
حيض , وحيضت
سقط , وسقط
جفف , مجفف
نضض , نضيضة
نحض , منحوضة
شجع , شجاع
شيط , الشيطان
جوع , واستجاعته
خطط , واختطها
رجع , برجعة
نضض , نض
ريع , الريعين
صوع , وصوعبالضم
وفض , والأوفاض
خطط , والخطوط
ذرع , الذريع
غضض , الغضيض
فرض , الفرض
وزع , وزغتهكوضع
حوط , المحاط
عرض , العرض
لطط , واللطلط
فضض , والمفضة
حفف , الحفاف
شيط , تشاط
وفض , استوفض
وضع , والتضع
غطط , وتغاط
يقظ , استيقظته
ربع , الربيع
وضع , موضعه
حيض , حيض
روض , وروضان
شيط , شيطان
حيض , المحيض
مضض , ممض
شفع , شفعاء
شرع , وشراعة
ضيع , مضيعله
رضض , أرض
قطط , وقطوطا
طوع , مطاوعا
ضبع , كضبعت
وزع , وزعة
وضع , وضعا
سقط , سقطة
نوط , منتاط
ليط , لاطوا
خوض , والخوضة
شيع , شيع
غوط , غوطا
ذفف , يذففعلى
بيع , تبع
خوض , يتخضخض
فيض , فيضا
حوط , والحواطة
قيظ , وقيوظ
ولع , ولعا
بيع , بائعا
وزع , ويزع
حيض , حيضة
لطط , كألططت
ربع , ربعي
رجع , مرجعكم
خطط , مخطوط
زفف , زففنها
شطط , شطت
سوط , وساط
عضض , وعضا
عضض , والعضيض
عيط , أعيط
خوض , كخوضه
شفع , الشفاعة
عضض , وعضوض
نحض , ونحض
وزع , وزوع
سوط , المسوط
رفف , والرفرف
شجع , الشجاعة
غيض , يغيضها
فيض , وفيوضا
غطط , وغطيطا
وسط , وتوسطه
سمفع , سميفع
غيض , وغيضه
حوط , كحوطه
غيض , ويغيض
خفف , وخفافبن
ولع , كالوليع
حطط , حططتم
نضض , نضائضا
غطط , وغطه
غطط , غطيطه
صوع , وصوعالطائر
فضض , فضفاض
وفض , الوفضة
مضض , المضض
خوط , بخيطانه
ربع , الأربعاء
قضض , كأقضت
سقط , والسقط
خيط , وبالمخيط
حفف , حفافه
عوض , اعتاضه
وسط , وواسطته
روض , ورياض
وضع , وواضع
ذرع , والتذريع
جفف , تجفف
ذفف , ذفافة
شرع , شريعة
فضض , وفضضت
حضض , حضض
رفع , ورفاعة
تيع , تتايعوا
سوط , كالسوط
بوع , يبوع
رجع , ترتجع
غوط , وغياط
ضبع , تضبعونا
ودع , الودع
لطط , تلطط
خبرع , الخبروع
غوط , غائطا
خفف , خفيفا
خوض , متخوض
سقط , أسقاط
وزع , وزعته
رضض , إرضاضا
وقع , وقعالمطر
قطط , والقطط
ألف , ألفا
ألف , ألفه
سفف , السفساف
حوط , والمحاط
قطط , مقطوط
سفف , والسفسافة
مضض , أمضا
خلط , تخليطا
أبط , مأروط
ولع , وولعانا
وسع , ووسعالشيء
قضض , يقضه
قيظ , أقياظ
حطط , المحط
نوط , نوطا
رجع , الرجع
وزع , يوزعه
شيع , وشيعوعة
خطط , كالخطة
غوط , غائط
قطط , قطون
لطط , لطلط
وسع , توسيعا
ودع , ودعا
ميط , وأماطه
ضبع , ضبعا
وقع , وقعناثنتين
خفف , خفيف
حفف , حففالا
ميط , وأمطته
يقظ , استيقظه
خلف , والخالف
وزع , أوزاع
نوط , نائط
رعف , الرعاف
عيط , عاطت
جوع , ومجاعة
وكع , ووكعأنفه
جفف , جفافالطير
رضض , رضاض
قطط , يقط
جفف , تجفيفا
خلف , المخاليف
قبض , قبضها
خيط , والخياط
حطط , المنحط
بيع , المبيع
عيط , واعتاطت
خفف , وخفيفالروح
لطط , بالملطاط
أبط , بالأرطى
جفف , تجففه
فرض , فارضة
ودع , يودعونهإذا
شيع , تشيعبه
وضع , وضعهمن
ورع , ورعكورث
ألف , وألف
بوع , ويتبوع
كظظ , الكظة
حضض , الحضوضى
أبط , إبطي
فضض , كالفضيض
عوض , وعياضا
جوف , الأجواف
خوض , يخوضها
بوع , وانباع
وقع , وقععلى
قرع , يقرع
ورط , الأوراط
بوع , للباع
شيط , شيطوطة
كظظ , وكظاظة
ذرعمط , الذرعمط
ورع , ورعته
حضض , الحضحض
فيض , وفيوضى
فضض , فواض
نحض , نحوضا
رضض , والرضراض
ردف , يردفه
شجع , وشجعاء
خضض , خاضضته
خلف , مخلافه
فرض , فروضا
وشع , والوشيعة
ولع , ولعه
رفف , رفرفامنها
قرع , مقرع
قضض , واستقض
شمط , يشمطه
خطط , خطها
حطط , وحط
ورط , ورطات
خطط , خطوطا
قبض , والمقبض
جوف , والجوفاءمن
ضبع , تضبعوا
جوف , كجوفالحمار
بطط , إبطاطا
بوع , بالباع
دعظ , ودعظه
ورط , إيراط
رضض , ومرضوض
ذرعف , واذرعف
صوع , تصوعالنبت
وكع , الوكع
وسط , واسطي
أبط , بإبط
شطط , الشطط
غطط , يغط
قطط , كالقطط
نوط , نطت
وسط , واسطا
غضض , وغضوضة
سقط , ساقط
رفع , رفع
مضض , والمض
صوع , صوعه
رفف , رفرفخضر
عضض , وعضته
خطط , كالأخطاط
شيط , مشياط
قطط , وقطاطة
ريع , كريعالعجين
روع , رواعا
حطط , يحطه
ذفف , ذفاف
فضض , فضض
غمض , التغميض
وفض , أوفاض
شيط , وشيطوطة
بوع , وبعته
رعف , يرعف
شيط , والتشييط
دعع , ودعدعا
وسع , وسع
